month,field,num_publications,unique_authors,avg_diversity_factor,num_publications_pct_change,unique_authors_pct_change,avg_diversity_factor_pct_change,num_publications_rolling_avg,num_publications_growth_rate,unique_authors_rolling_avg,unique_authors_growth_rate,avg_diversity_factor_rolling_avg,avg_diversity_factor_growth_rate
2021-06,stat,531,1674,0.9566854990583804,0.2951,0.3699,0.2452,425.8333,-0.2075,1307.3333,-0.1729,0.8717,-0.1373
2021-07,astro-ph,1274,9330,0.25510204081632654,0.088,-0.1271,0.0195,1221.5833,-0.0835,10411.5,-0.2355,0.2419,0.1046
2021-07,cond-mat,1335,5823,0.448689138576779,0.0,-0.0427,0.0696,1374.0,-0.0998,6221.8333,-0.0975,0.3782,0.2723
2021-07,cs,4806,16899,0.381398252184769,-0.1963,-0.1617,0.0713,4962.25,-0.0394,16741.6667,0.0103,0.3777,-0.2827
2021-07,econ,116,265,1.146551724137931,0.1373,0.0433,0.0632,114.8333,0.1837,260.75,0.2045,1.069,0.0804
2021-07,eess,649,2511,1.2604006163328196,-0.1097,-0.1329,0.0266,713.5833,-0.1898,2769.25,-0.1942,1.2371,-0.0538
2021-07,gr-qc,296,2453,1.087837837837838,0.0842,2.4943,0.0067,286.0,-0.0421,1660.25,2.4943,0.9806,0.0671
2021-07,hep-ex,85,4687,0.5647058823529412,0.4912,0.4058,0.0729,60.75,0.4407,3396.4167,0.4799,0.5008,-0.0201
2021-07,hep-lat,37,135,1.3783783783783783,0.2759,0.2981,0.1104,32.75,0.0278,120.9167,0.063,1.3948,-0.1865
2021-07,hep-ph,461,1392,0.8438177874186551,0.2132,0.1807,-0.0428,396.6667,0.1411,1203.5833,0.1244,0.9096,-0.0176
2021-07,hep-th,295,712,1.111864406779661,-0.0895,-0.0964,0.0722,310.1667,-0.1783,731.3333,-0.2027,1.0855,0.0847
2021-07,math,2929,5942,0.806077159440082,-0.0037,-0.0133,-0.0343,2886.6667,-0.0549,5746.8333,-0.0444,0.8202,-0.0204
2021-07,math-ph,95,203,2.736842105263158,-0.0865,-0.0856,0.07,97.9167,-0.291,201.5,-0.2852,2.5953,0.0538
2021-07,nlin,61,160,1.2459016393442623,-0.1029,-0.1304,0.5689,72.9167,-0.1974,194.25,-0.2982,1.1251,0.7866
2021-07,nucl-ex,35,958,0.7714285714285715,0.129,-0.1854,-0.1459,36.4167,-0.125,978.6667,-0.3103,0.712,0.4694
2021-07,nucl-th,92,297,0.9565217391304348,0.011,-0.1081,0.024,97.0833,-0.156,327.3333,-0.0776,0.8601,-0.0164
2021-07,physics,1209,7245,0.5740281224152192,0.0042,0.152,0.0782,1195.6667,-0.1674,6555.9167,-0.1752,0.5377,-0.0387
2021-07,q-bio,169,789,0.9230769230769231,0.0242,0.2425,0.1037,182.6667,-0.3424,767.6667,-0.2898,0.8983,-0.1082
2021-07,q-fin,92,231,1.0434782608695652,0.1084,0.0132,0.1864,75.75,0.122,190.75,0.1379,0.8509,0.2224
2021-07,quant-ph,608,2246,0.7648026315789473,-0.0334,-0.0475,-0.0906,577.9167,0.1364,2127.8333,0.218,0.7823,0.0153
2021-07,stat,378,1151,0.8835978835978836,-0.2881,-0.3124,-0.0764,413.5833,-0.28,1273.5,-0.2608,0.8741,0.0332
2021-08,astro-ph,1117,8439,0.2864816472694718,-0.1232,-0.0955,0.123,1221.0,-0.0062,10339.0,-0.0935,0.2468,0.2578
2021-08,cond-mat,1244,5436,0.39228295819935693,-0.0682,-0.0665,-0.1257,1369.75,-0.0394,6205.1667,-0.0355,0.3838,0.2038
2021-08,cs,4577,15862,0.30893598426917196,-0.0476,-0.0614,-0.19,5012.0,0.15,16965.1667,0.2035,0.3643,-0.3425
2021-08,econ,100,215,1.13,-0.1379,-0.1887,-0.0144,116.75,0.2987,262.8333,0.1316,1.0766,0.0876
2021-08,eess,605,2383,1.193388429752066,-0.0678,-0.051,-0.0532,690.0833,-0.3179,2679.8333,-0.3105,1.2288,-0.0771
2021-08,gr-qc,274,2071,1.0255474452554745,-0.0743,-0.1557,-0.0573,287.4167,0.0661,1751.9167,1.1329,0.9973,0.2432
2021-08,hep-ex,55,3393,0.5272727272727272,-0.3529,-0.2761,-0.0663,60.5833,-0.0351,3378.9167,-0.0583,0.5053,0.1131
2021-08,hep-lat,28,102,1.0714285714285714,-0.2432,-0.2444,-0.2227,32.5833,-0.0667,120.0833,-0.0893,1.3729,-0.1964
2021-08,hep-ph,385,1094,0.8961038961038961,-0.1649,-0.2141,0.062,396.3333,-0.0103,1198.6667,-0.0512,0.8988,-0.1264
2021-08,hep-th,272,636,1.0,-0.078,-0.1067,-0.1006,307.9167,-0.0903,726.5833,-0.0823,1.0696,-0.1601
2021-08,math,2639,5223,0.8097764304660856,-0.099,-0.121,0.0046,2885.0,-0.0075,5744.5833,-0.0051,0.8199,-0.0032
2021-08,math-ph,111,212,2.4054054054054053,0.1684,0.0443,-0.1211,96.5833,-0.126,197.6667,-0.1783,2.576,-0.0881
2021-08,nlin,55,146,1.4181818181818182,-0.0984,-0.0875,0.1383,70.5,-0.3452,189.0,-0.3014,1.143,0.1795
2021-08,nucl-ex,35,740,1.0,0.0,-0.2276,0.2963,36.3333,-0.0278,951.4167,-0.3065,0.7351,0.3846
2021-08,nucl-th,85,315,1.0,-0.0761,0.0606,0.0455,96.25,-0.1053,329.1667,0.0751,0.8785,0.2838
2021-08,physics,1105,6510,0.5113122171945701,-0.086,-0.1014,-0.1093,1182.75,-0.123,6596.0833,0.08,0.5315,-0.1258
2021-08,q-bio,142,608,0.8098591549295775,-0.1598,-0.2294,-0.1227,178.5,-0.2604,757.75,-0.1637,0.8851,-0.164
2021-08,q-fin,60,133,0.7666666666666667,-0.3478,-0.4242,-0.2653,75.1667,-0.1045,188.0833,-0.1939,0.8389,-0.1579
2021-08,quant-ph,563,2085,0.7921847246891652,-0.074,-0.0717,0.0358,583.4167,0.1328,2162.4167,0.2485,0.7877,0.0876
2021-08,stat,308,945,0.8538961038961039,-0.1852,-0.179,-0.0336,408.9167,-0.1538,1259.9167,-0.1471,0.8724,-0.0226
2021-09,astro-ph,1334,12593,0.24587706146926536,0.1943,0.4922,-0.1417,1216.6667,-0.0375,10447.0,0.1147,0.2473,0.0296
2021-09,cond-mat,1278,5675,0.365414710485133,0.0273,0.044,-0.0685,1357.75,-0.1013,6147.5,-0.1087,0.3827,-0.0342
2021-09,cs,5326,18255,0.3146826886969583,0.1636,0.1509,0.0186,5100.1667,0.2479,17298.3333,0.2804,0.3518,-0.322
2021-09,econ,110,262,0.9727272727272728,0.1,0.2186,-0.1392,119.0833,0.3415,269.25,0.4162,1.0702,-0.0725
2021-09,eess,694,2818,1.355907780979827,0.1471,0.1825,0.1362,680.75,-0.139,2660.0833,-0.0776,1.2388,0.0973
2021-09,gr-qc,273,739,0.9963369963369964,-0.0036,-0.6432,-0.0285,287.9167,0.0225,1638.4167,-0.6483,0.9951,-0.0256
2021-09,hep-ex,69,3973,0.4782608695652174,0.2545,0.1709,-0.093,62.6667,0.5682,3475.75,0.4134,0.5092,0.1076
2021-09,hep-lat,40,145,0.85,0.4286,0.4216,-0.2067,32.6667,0.0256,120.5833,0.0432,1.3134,-0.4566
2021-09,hep-ph,428,1460,0.883177570093458,0.1117,0.3346,-0.0144,401.0833,0.1536,1225.9167,0.2886,0.891,-0.0949
2021-09,hep-th,294,692,1.2619047619047619,0.0809,0.0881,0.2619,306.8333,-0.0423,724.4167,-0.0362,1.0917,0.266
2021-09,math,2895,5837,0.7865284974093264,0.097,0.1176,-0.0287,2877.5833,-0.0298,5750.1667,0.0116,0.8215,0.0249
2021-09,math-ph,88,168,2.6136363636363638,-0.2072,-0.2075,0.0866,93.5833,-0.2903,192.8333,-0.2566,2.5827,0.0321
2021-09,nlin,64,161,1.78125,0.1636,0.1027,0.256,68.0833,-0.3118,180.8333,-0.3784,1.2135,0.9041
2021-09,nucl-ex,37,944,0.8108108108108109,0.0571,0.2757,-0.1892,35.25,-0.26,967.5833,0.2587,0.7493,0.2669
2021-09,nucl-th,92,275,0.967391304347826,0.0824,-0.127,-0.0326,94.1667,-0.2137,319.0833,-0.3056,0.8843,0.078
2021-09,physics,1102,5879,0.5825771324863884,-0.0027,-0.0969,0.1394,1170.8333,-0.1149,6488.5833,-0.1799,0.5379,0.1513
2021-09,q-bio,175,687,0.8914285714285715,0.2324,0.1299,0.1007,177.25,-0.0789,752.0,-0.0913,0.8818,-0.0431
2021-09,q-fin,57,137,0.8596491228070176,-0.05,0.0301,0.1213,71.6667,-0.4242,178.5,-0.4563,0.8609,0.4425
2021-09,quant-ph,578,2104,0.754325259515571,0.0266,0.0091,-0.0478,586.75,0.0743,2177.1667,0.0919,0.7935,0.1028
2021-09,stat,376,1152,0.75,0.2208,0.219,-0.1217,409.1667,0.008,1262.4167,0.0267,0.8655,-0.1005
2021-10,astro-ph,1281,9600,0.25604996096799376,-0.0397,-0.2377,0.0414,1212.5,-0.0376,10234.6667,-0.2097,0.2508,0.1916
2021-10,cond-mat,1394,6406,0.3952654232424677,0.0908,0.1288,0.0817,1357.25,-0.0043,6138.5,-0.0166,0.3849,0.0724
2021-10,cs,5795,19944,0.363244176013805,0.0881,0.0925,0.1543,5081.75,-0.0367,17325.9167,0.0169,0.3498,-0.0613
2021-10,econ,97,212,0.8969072164948454,-0.1182,-0.1908,-0.0779,117.0833,-0.1983,265.0833,-0.1908,1.0541,-0.1778
2021-10,eess,862,3228,1.2621809744779582,0.2421,0.1455,-0.0691,685.3333,0.0682,2674.75,0.0577,1.2399,0.0105
2021-10,gr-qc,305,2415,0.9704918032786886,0.1172,2.2679,-0.0259,288.0,0.0033,1644.1667,0.0294,0.9858,-0.1033
2021-10,hep-ex,97,4418,0.5257731958762887,0.4058,0.112,0.0993,66.1667,0.7636,3628.0833,0.7058,0.5105,0.0328
2021-10,hep-lat,82,285,1.0365853658536586,1.05,0.9655,0.2195,36.4167,1.2162,133.5833,1.2093,1.2804,-0.2763
2021-10,hep-ph,468,1269,0.7307692307692307,0.0935,-0.1308,-0.1726,409.9167,0.2928,1240.75,0.1632,0.8705,-0.2527
2021-10,hep-th,344,799,0.9331395348837209,0.1701,0.1546,-0.2605,309.0,0.0818,725.75,0.0204,1.0783,-0.1473
2021-10,math,2924,5997,0.8060875512995896,0.01,0.0274,0.0249,2867.4167,-0.0401,5747.9167,-0.0045,0.8224,0.0138
2021-10,math-ph,85,174,2.411764705882353,-0.0341,0.0357,-0.0772,92.5,-0.1327,190.25,-0.1512,2.566,-0.0767
2021-10,nlin,59,149,1.3728813559322033,-0.0781,-0.0745,-0.2293,66.8333,-0.2027,175.25,-0.3102,1.2367,0.2542
2021-10,nucl-ex,54,1324,0.9259259259259259,0.4595,0.4025,0.142,36.5,0.3846,997.5833,0.3734,0.7667,0.2897
2021-10,nucl-th,76,246,0.8947368421052632,-0.1739,-0.1055,-0.0751,90.5833,-0.3613,304.3333,-0.4184,0.8882,0.0542
2021-10,physics,1145,5926,0.6078602620087337,0.039,0.008,0.0434,1160.25,-0.0998,6440.4167,-0.0889,0.5426,0.103
2021-10,q-bio,190,834,0.8947368421052632,0.0857,0.214,0.0037,175.25,-0.1121,743.5,-0.109,0.8745,-0.0882
2021-10,q-fin,63,161,0.9206349206349206,0.1053,0.1752,0.0709,70.5,-0.1818,175.4167,-0.1869,0.8651,0.058
2021-10,quant-ph,642,2267,0.8037383177570093,0.1107,0.0775,0.0655,594.1667,0.1609,2204.0,0.1656,0.7999,0.1056
2021-10,stat,499,1503,0.9939879759519038,0.3271,0.3047,0.3253,411.9167,0.0708,1264.1667,0.0142,0.8732,0.1029
2021-11,astro-ph,1370,12347,0.2635036496350365,0.0695,0.2861,0.0291,1218.5833,0.0563,10410.5833,0.2062,0.2528,0.0989
2021-11,cond-mat,1350,6175,0.38592592592592595,-0.0316,-0.0361,-0.0236,1352.1667,-0.0432,6127.6667,-0.0206,0.3862,0.0412
2021-11,cs,4772,16881,0.35666387259010895,-0.1765,-0.1536,-0.0181,5078.5,-0.0081,17380.5,0.0404,0.3492,-0.0189
2021-11,econ,102,211,1.0196078431372548,0.0515,-0.0047,0.1368,116.0833,-0.1053,260.25,-0.2156,1.0389,-0.1516
2021-11,eess,659,2594,1.2867981790591805,-0.2355,-0.1964,0.0195,678.25,-0.1142,2654.75,-0.0847,1.2448,0.0486
2021-11,gr-qc,309,2507,0.9870550161812298,0.0131,0.0381,0.0171,291.0833,0.136,1790.0833,2.3161,0.9903,0.057
2021-11,hep-ex,79,3477,0.5822784810126582,-0.1856,-0.213,0.1075,68.4167,0.5192,3631.75,0.0128,0.5062,-0.0825
2021-11,hep-lat,157,520,0.8089171974522293,0.9146,0.8246,-0.2196,46.5,3.3611,165.1667,2.6879,1.2344,-0.4057
2021-11,hep-ph,438,1459,0.8835616438356164,-0.0641,0.1497,0.2091,415.25,0.1711,1273.0833,0.3623,0.8728,0.0327
2021-11,hep-th,359,886,1.0083565459610029,0.0436,0.1089,0.0806,310.4167,0.0497,731.6667,0.0871,1.0758,-0.0286
2021-11,math,2899,5788,0.8178682304242842,-0.0085,-0.0349,0.0146,2875.0833,0.0328,5770.25,0.0486,0.8218,-0.01
2021-11,math-ph,98,208,2.7857142857142856,0.1529,0.1954,0.1551,92.6667,0.0208,191.1667,0.0558,2.5925,0.1284
2021-11,nlin,63,163,1.1428571428571428,0.0678,0.094,-0.1675,67.0833,0.05,175.25,0.0,1.2181,-0.1638
2021-11,nucl-ex,39,2581,0.8717948717948718,-0.2778,0.9494,-0.0585,36.4167,-0.025,1123.0833,1.4009,0.7852,0.3412
2021-11,nucl-th,104,379,0.8653846153846154,0.3684,0.5407,-0.0328,92.0,0.1954,310.6667,0.2508,0.8923,0.0604
2021-11,physics,1138,6264,0.5421792618629174,-0.0061,0.057,-0.1081,1161.25,0.0107,6431.75,-0.0163,0.5419,-0.0153
2021-11,q-bio,198,755,1.1313131313131313,0.0421,-0.0947,0.2644,174.3333,-0.0526,730.6667,-0.1694,0.8963,0.2991
2021-11,q-fin,66,183,0.9090909090909091,0.0476,0.1366,-0.0125,70.1667,-0.0571,175.25,-0.0108,0.8968,0.7199
2021-11,quant-ph,643,2411,0.7853810264385692,0.0016,0.0635,-0.0228,598.4167,0.0861,2235.9167,0.1889,0.7995,-0.0065
2021-11,stat,395,1220,0.8835443037974684,-0.2084,-0.1883,-0.1111,409.1667,-0.0771,1257.75,-0.0594,0.8769,0.0534
2021-12,astro-ph,1194,9134,0.27554438860971525,-0.1285,-0.2602,0.0457,1205.25,-0.1182,10101.0,-0.2891,0.2561,0.1732
2021-12,cond-mat,1443,6385,0.42203742203742206,0.0689,0.034,0.0936,1345.75,-0.0507,6098.5,-0.052,0.3904,0.1354
2021-12,cs,4887,17346,0.31573562512789033,0.0241,0.0275,-0.1148,5080.9167,0.006,17452.3333,0.0523,0.3465,-0.0935
2021-12,econ,112,235,1.0,0.098,0.1137,-0.0192,114.1667,-0.1704,255.5833,-0.1924,1.0358,-0.0357
2021-12,eess,581,2503,1.3476764199655766,-0.1184,-0.0351,0.0473,672.75,-0.102,2652.75,-0.0095,1.2582,0.1353
2021-12,gr-qc,349,2703,1.0229226361031518,0.1294,0.0782,0.0363,293.75,0.1009,1831.5,0.2253,0.9888,-0.0174
2021-12,hep-ex,64,3705,0.46875,-0.1899,0.0656,-0.195,67.4167,-0.1579,3656.0,0.0852,0.5113,0.1492
2021-12,hep-lat,142,470,0.8450704225352113,-0.0955,-0.0962,0.0447,55.75,3.5806,196.8333,4.2222,1.1758,-0.4542
2021-12,hep-ph,512,1612,0.873046875,0.1689,0.1049,-0.0119,414.9167,-0.0078,1268.6667,-0.0318,0.8775,0.0701
2021-12,hep-th,467,1071,1.0128479657387581,0.3008,0.2088,0.0045,314.1667,0.1066,740.4167,0.1087,1.0771,0.0153
2021-12,math,2974,6108,0.8275050437121722,0.0259,0.0553,0.0118,2867.6667,-0.0291,5769.1667,-0.0021,0.8227,0.0143
2021-12,math-ph,94,183,2.425531914893617,-0.0408,-0.1202,-0.1293,92.0,-0.0784,189.0833,-0.1202,2.5699,-0.1003
2021-12,nlin,58,168,1.2413793103448276,-0.0794,0.0307,0.0862,65.5,-0.2468,172.6667,-0.1558,1.223,0.0504
2021-12,nucl-ex,28,1019,0.7857142857142857,-0.2821,-0.6052,-0.0987,35.4167,-0.3,1109.25,-0.1401,0.7965,0.2088
2021-12,nucl-th,102,329,1.088235294117647,-0.0192,-0.1319,0.2575,92.5,0.0625,307.9167,-0.0912,0.9274,0.6324
2021-12,physics,1118,5875,0.5143112701252236,-0.0176,-0.0621,-0.0514,1154.9167,-0.0637,6319.9167,-0.1859,0.5431,0.0269
2021-12,q-bio,182,811,0.8846153846153846,-0.0808,0.0742,-0.2181,174.5833,0.0168,736.6667,0.0974,0.8959,-0.0041
2021-12,q-fin,78,207,0.8974358974358975,0.1818,0.1311,-0.0128,70.8333,0.1143,178.5,0.2321,0.8894,-0.0896
2021-12,quant-ph,734,2652,0.8365122615803815,0.1415,0.1,0.0651,608.0,0.1858,2264.0,0.1456,0.8005,0.0153
2021-12,stat,374,1160,0.8475935828877005,-0.0532,-0.0492,-0.0407,407.0,-0.065,1248.5,-0.0873,0.8709,-0.0787
2022-01,astro-ph,1113,10400,0.24887690925426775,-0.0678,0.1386,-0.0968,1197.4167,-0.0779,10036.0,-0.0698,0.2574,0.0652
2022-01,cond-mat,1259,6008,0.3812549642573471,-0.1275,-0.059,-0.0966,1349.0,0.032,6120.1667,0.0452,0.393,0.0893
2022-01,cs,4262,14916,0.3716564992961051,-0.1279,-0.1401,0.1771,5105.0,0.0727,17580.0833,0.1145,0.347,0.0155
2022-01,econ,104,230,1.1057692307692308,-0.0714,-0.0213,0.1058,114.0833,-0.0095,254.5,-0.0535,1.043,0.0851
2022-01,eess,624,2517,1.3012820512820513,0.074,0.0056,-0.0344,675.5833,0.0576,2681.9167,0.1615,1.2682,0.1015
2022-01,gr-qc,271,2341,1.0738007380073802,-0.2235,-0.1339,0.0497,292.8333,-0.039,1837.8333,0.0336,0.9923,0.0406
2022-01,hep-ex,65,3089,0.5692307692307692,0.0156,-0.1663,0.2144,69.0833,0.4444,3662.8333,0.0273,0.5179,0.1643
2022-01,hep-lat,52,209,0.9038461538461539,-0.6338,-0.5553,0.0696,57.5,0.6774,205.0,0.8829,1.149,-0.2627
2022-01,hep-ph,360,1301,0.8805555555555555,-0.2969,-0.1929,0.0086,419.9167,0.2,1301.1667,0.4281,0.877,-0.0069
2022-01,hep-th,261,596,1.0842911877394636,-0.4411,-0.4435,0.0705,315.75,0.0785,744.5833,0.0916,1.0765,-0.0061
2022-01,math,2659,5368,0.8021812711545694,-0.1059,-0.1212,-0.0306,2859.75,-0.0345,5762.4167,-0.0149,0.8194,-0.0478
2022-01,math-ph,99,230,2.898989898989899,0.0532,0.2568,0.1952,92.75,0.1,192.5,0.2169,2.6022,0.1545
2022-01,nlin,63,152,1.3968253968253967,0.0862,-0.0952,0.1252,65.5,0.0,171.3333,-0.0952,1.2376,0.1429
2022-01,nucl-ex,24,666,0.7083333333333334,-0.1429,-0.3464,-0.0985,34.4167,-0.3333,1078.0833,-0.3596,0.8069,0.2143
2022-01,nucl-th,101,354,0.8217821782178217,-0.0098,0.076,-0.2448,94.1667,0.2469,318.75,0.5804,0.9259,-0.0211
2022-01,physics,1101,6245,0.5149863760217984,-0.0152,0.063,0.0013,1154.1667,-0.0081,6369.1667,0.1045,0.5422,-0.0195
2022-01,q-bio,171,850,0.8596491228070176,-0.0604,0.0481,-0.0282,174.4167,-0.0116,745.0,0.1333,0.8867,-0.1148
2022-01,q-fin,71,184,0.8732394366197183,-0.0897,-0.1111,-0.027,71.25,0.0758,181.4167,0.2349,0.889,-0.0063
2022-01,quant-ph,540,1951,0.7481481481481481,-0.2643,-0.2643,-0.1056,614.4167,0.1663,2280.9167,0.1161,0.7954,-0.0763
2022-01,stat,337,1055,0.8961424332344213,-0.0989,-0.0905,0.0573,405.5833,-0.048,1244.1667,-0.047,0.8787,0.117
2022-02,astro-ph,1025,8617,0.2682926829268293,-0.0791,-0.1714,0.078,1192.4167,-0.0553,10078.8333,0.0634,0.2557,-0.0729
2022-02,cond-mat,1308,5701,0.4212538226299694,0.0389,-0.0511,0.1049,1351.9167,0.0275,6108.3333,-0.0243,0.3969,0.1242
2022-02,cs,4778,16573,0.40288823775638344,0.1211,0.1111,0.084,5112.9167,0.0203,17645.0833,0.0494,0.3459,-0.0324
2022-02,econ,116,260,1.043103448275862,0.1154,0.1304,-0.0567,110.8333,-0.2516,250.1667,-0.1667,1.0472,0.0499
2022-02,eess,689,2816,1.3802612481857766,0.1042,0.1188,0.0607,682.0,0.1258,2715.0833,0.1646,1.2774,0.0872
2022-02,gr-qc,229,567,0.9126637554585153,-0.155,-0.7578,-0.1501,293.0833,0.0133,1842.4167,0.1074,0.9898,-0.0316
2022-02,hep-ex,62,2244,0.7096774193548387,-0.0462,-0.2736,0.2467,69.0833,0.0,3645.9167,-0.083,0.5247,0.1282
2022-02,hep-lat,32,183,1.15625,-0.3846,-0.1244,0.2793,57.4167,-0.0303,209.6667,0.4409,1.1494,0.0041
2022-02,hep-ph,348,1073,0.8333333333333334,-0.0333,-0.1752,-0.0536,419.5,-0.0142,1299.6667,-0.0165,0.8676,-0.1193
2022-02,hep-th,283,693,1.0070671378091873,0.0843,0.1628,-0.0712,319.5833,0.1941,757.6667,0.2929,1.068,-0.0925
2022-02,math,2637,5249,0.783086841107319,-0.0083,-0.0222,-0.0238,2864.0,0.0197,5770.1667,0.018,0.814,-0.0757
2022-02,math-ph,92,194,2.510869565217391,-0.0707,-0.1565,-0.1339,94.1667,0.2267,196.5,0.3288,2.5792,-0.099
2022-02,nlin,47,109,1.2553191489361701,-0.254,-0.2829,-0.1013,62.8333,-0.4051,163.5,-0.4631,1.2483,0.1143
2022-02,nucl-ex,35,1491,0.6285714285714286,0.4583,1.2387,-0.1126,34.75,0.129,1122.75,0.5613,0.7948,-0.1881
